Town ID,Town name,Registered voters,Issued envelopes,Valid votes,Občanská demokratická strana – Votes,Občanská demokratická strana – %,Řád národa - Vlastenecká unie – Votes,Řád národa - Vlastenecká unie – %,CESTA ODPOVĚDNÉ SPOLEČNOSTI – Votes,CESTA ODPOVĚDNÉ SPOLEČNOSTI – %,Česká str.sociálně demokrat. – Votes,Česká str.sociálně demokrat. – %,Radostné Česko – Votes,Radostné Česko – %,STAROSTOVÉ A NEZÁVISLÍ – Votes,STAROSTOVÉ A NEZÁVISLÍ – %,Komunistická str.Čech a Moravy – Votes,Komunistická str.Čech a Moravy – %,Strana zelených – Votes,Strana zelených – %,"ROZUMNÍ-stop migraci,diktát.EU – Votes","ROZUMNÍ-stop migraci,diktát.EU – %",Strana svobodných občanů – Votes,Strana svobodných občanů – %,Blok proti islam.-Obran.domova – Votes,Blok proti islam.-Obran.domova – %,Občanská demokratická aliance – Votes,Občanská demokratická aliance – %,Česká pirátská strana – Votes,Česká pirátská strana – %,Unie H.A.V.E.L. – Votes,Unie H.A.V.E.L. – %,Referendum o Evropské unii – Votes,Referendum o Evropské unii – %,TOP 09 – Votes,TOP 09 – %,ANO 2011 – Votes,ANO 2011 – %,Dobrá volba 2016 – Votes,Dobrá volba 2016 – %,SPR-Republ.str.Čsl. M.Sládka – Votes,SPR-Republ.str.Čsl. M.Sládka – %,Křesť.demokr.unie-Čs.str.lid. – Votes,Křesť.demokr.unie-Čs.str.lid. – %,Česká strana národně sociální – Votes,Česká strana národně sociální – %,REALISTÉ – Votes,REALISTÉ – %,SPORTOVCI – Votes,SPORTOVCI – %,Dělnic.str.sociální spravedl. – Votes,Dělnic.str.sociální spravedl. – %,Svob.a př.dem.-T.Okamura (SPD) – Votes,Svob.a př.dem.-T.Okamura (SPD) – %,Strana Práv Občanů – Votes,Strana Práv Občanů – %
539244,Hostivice,5 723,3 897,3 872,632,"16,32 %",6,"0,15 %",3,"0,07 %",183,"4,72 %",1,"0,02 %",244,"6,30 %",196,"5,06 %",73,"1,88 %",10,"0,25 %",84,"2,16 %",3,"0,07 %",7,"0,18 %",656,"16,94 %",1,"0,02 %",2,"0,05 %",476,"12,29 %",842,"21,74 %",2,"0,05 %",3,"0,07 %",140,"3,61 %",0,"0,00 %",30,"0,77 %",3,"0,07 %",6,"0,15 %",259,"6,68 %",10,"0,25 %"
539252,Hradištko,1 622,1 147,1 136,222,"19,54 %",4,"0,35 %",1,"0,08 %",45,"3,96 %",0,"0,00 %",80,"7,04 %",58,"5,10 %",9,"0,79 %",9,"0,79 %",29,"2,55 %",1,"0,08 %",2,"0,17 %",155,"13,64 %",1,"0,08 %",0,"0,00 %",102,"8,97 %",285,"25,08 %",0,"0,00 %",0,"0,00 %",34,"2,99 %",0,"0,00 %",9,"0,79 %",2,"0,17 %",0,"0,00 %",86,"7,57 %",2,"0,17 %"
539261,Hvozdnice,381,290,287,39,"13,58 %",2,"0,69 %",0,"0,00 %",31,"10,80 %",0,"0,00 %",32,"11,14 %",12,"4,18 %",6,"2,09 %",2,"0,69 %",3,"1,04 %",1,"0,34 %",0,"0,00 %",37,"12,89 %",2,"0,69 %",0,"0,00 %",25,"8,71 %",71,"24,73 %",0,"0,00 %",0,"0,00 %",4,"1,39 %",0,"0,00 %",1,"0,34 %",0,"0,00 %",1,"0,34 %",18,"6,27 %",0,"0,00 %"
539287,Choteč,279,173,171,24,"14,03 %",0,"0,00 %",0,"0,00 %",9,"5,26 %",1,"0,58 %",11,"6,43 %",13,"7,60 %",1,"0,58 %",1,"0,58 %",5,"2,92 %",1,"0,58 %",0,"0,00 %",19,"11,11 %",1,"0,58 %",2,"1,16 %",26,"15,20 %",38,"22,22 %",0,"0,00 %",0,"0,00 %",7,"4,09 %",0,"0,00 %",2,"1,16 %",0,"0,00 %",0,"0,00 %",9,"5,26 %",1,"0,58 %"
539295,Chrášťany,647,410,408,48,"11,76 %",0,"0,00 %",0,"0,00 %",12,"2,94 %",1,"0,24 %",36,"8,82 %",16,"3,92 %",7,"1,71 %",3,"0,73 %",6,"1,47 %",2,"0,49 %",0,"0,00 %",77,"18,87 %",0,"0,00 %",0,"0,00 %",44,"10,78 %",110,"26,96 %",1,"0,24 %",0,"0,00 %",8,"1,96 %",0,"0,00 %",2,"0,49 %",0,"0,00 %",1,"0,24 %",34,"8,33 %",0,"0,00 %"
539309,Chýně,1 711,1 278,1 273,197,"15,47 %",0,"0,00 %",0,"0,00 %",56,"4,39 %",0,"0,00 %",224,"17,59 %",41,"3,22 %",17,"1,33 %",9,"0,70 %",34,"2,67 %",2,"0,15 %",1,"0,07 %",169,"13,27 %",1,"0,07 %",1,"0,07 %",108,"8,48 %",271,"21,28 %",0,"0,00 %",2,"0,15 %",32,"2,51 %",0,"0,00 %",20,"1,57 %",3,"0,23 %",1,"0,07 %",82,"6,44 %",2,"0,15 %"
513431,Chýnice,280,224,223,42,"18,83 %",0,"0,00 %",1,"0,44 %",11,"4,93 %",0,"0,00 %",14,"6,27 %",13,"5,82 %",1,"0,44 %",0,"0,00 %",5,"2,24 %",0,"0,00 %",1,"0,44 %",37,"16,59 %",0,"0,00 %",2,"0,89 %",30,"13,45 %",45,"20,17 %",0,"0,00 %",0,"0,00 %",5,"2,24 %",0,"0,00 %",3,"1,34 %",1,"0,44 %",0,"0,00 %",12,"5,38 %",0,"0,00 %"
539317,Jeneč,1 000,636,632,84,"13,29 %",2,"0,31 %",1,"0,15 %",27,"4,27 %",6,"0,94 %",35,"5,53 %",70,"11,07 %",14,"2,21 %",7,"1,10 %",10,"1,58 %",1,"0,15 %",1,"0,15 %",85,"13,44 %",0,"0,00 %",2,"0,31 %",43,"6,80 %",161,"25,47 %",0,"0,00 %",0,"0,00 %",16,"2,53 %",0,"0,00 %",2,"0,31 %",0,"0,00 %",5,"0,79 %",58,"9,17 %",2,"0,31 %"
539325,Jesenice,5 552,3 996,3 980,822,"20,65 %",3,"0,07 %",3,"0,07 %",127,"3,19 %",3,"0,07 %",330,"8,29 %",107,"2,68 %",82,"2,06 %",12,"0,30 %",81,"2,03 %",2,"0,05 %",3,"0,07 %",628,"15,77 %",2,"0,05 %",3,"0,07 %",470,"11,80 %",873,"21,93 %",2,"0,05 %",6,"0,15 %",97,"2,43 %",0,"0,00 %",41,"1,03 %",4,"0,10 %",5,"0,12 %",273,"6,85 %",1,"0,02 %"
539333,Jílové u Prahy,3 530,2 314,2 304,351,"15,23 %",5,"0,21 %",3,"0,13 %",101,"4,38 %",2,"0,08 %",191,"8,28 %",123,"5,33 %",60,"2,60 %",16,"0,69 %",40,"1,73 %",2,"0,08 %",8,"0,34 %",380,"16,49 %",3,"0,13 %",5,"0,21 %",195,"8,46 %",520,"22,56 %",1,"0,04 %",3,"0,13 %",63,"2,73 %",0,"0,00 %",9,"0,39 %",9,"0,39 %",7,"0,30 %",196,"8,50 %",11,"0,47 %"
539341,Jíloviště,513,384,379,73,"19,26 %",0,"0,00 %",0,"0,00 %",22,"5,80 %",0,"0,00 %",17,"4,48 %",14,"3,69 %",6,"1,58 %",2,"0,52 %",2,"0,52 %",0,"0,00 %",1,"0,26 %",64,"16,88 %",1,"0,26 %",2,"0,52 %",46,"12,13 %",73,"19,26 %",0,"0,00 %",0,"0,00 %",17,"4,48 %",0,"0,00 %",1,"0,26 %",2,"0,52 %",1,"0,26 %",31,"8,17 %",4,"1,05 %"
539350,Jinočany,1 282,863,855,104,"12,16 %",0,"0,00 %",1,"0,11 %",43,"5,02 %",1,"0,11 %",98,"11,46 %",30,"3,50 %",11,"1,28 %",9,"1,05 %",18,"2,10 %",3,"0,35 %",0,"0,00 %",156,"18,24 %",0,"0,00 %",1,"0,11 %",82,"9,59 %",208,"24,32 %",1,"0,11 %",0,"0,00 %",30,"3,50 %",0,"0,00 %",6,"0,70 %",1,"0,11 %",0,"0,00 %",52,"6,08 %",0,"0,00 %"
539368,Kamenný Přívoz,1 121,669,663,81,"12,21 %",1,"0,15 %",1,"0,15 %",35,"5,27 %",0,"0,00 %",51,"7,69 %",43,"6,48 %",8,"1,20 %",9,"1,35 %",7,"1,05 %",0,"0,00 %",2,"0,30 %",99,"14,93 %",1,"0,15 %",2,"0,30 %",48,"7,23 %",202,"30,46 %",1,"0,15 %",0,"0,00 %",7,"1,05 %",0,"0,00 %",4,"0,60 %",0,"0,00 %",4,"0,60 %",57,"8,59 %",0,"0,00 %"
599727,Karlík,359,268,268,64,"23,88 %",1,"0,37 %",0,"0,00 %",9,"3,35 %",0,"0,00 %",14,"5,22 %",14,"5,22 %",10,"3,73 %",3,"1,11 %",2,"0,74 %",0,"0,00 %",1,"0,37 %",32,"11,94 %",0,"0,00 %",0,"0,00 %",38,"14,17 %",51,"19,02 %",0,"0,00 %",0,"0,00 %",4,"1,49 %",0,"0,00 %",5,"1,86 %",1,"0,37 %",1,"0,37 %",18,"6,71 %",0,"0,00 %"
571211,Klínec,538,389,385,77,"20,00 %",0,"0,00 %",0,"0,00 %",17,"4,41 %",1,"0,25 %",22,"5,71 %",17,"4,41 %",4,"1,03 %",6,"1,55 %",15,"3,89 %",2,"0,51 %",2,"0,51 %",50,"12,98 %",1,"0,25 %",0,"0,00 %",43,"11,16 %",83,"21,55 %",0,"0,00 %",0,"0,00 %",12,"3,11 %",0,"0,00 %",3,"0,77 %",1,"0,25 %",0,"0,00 %",28,"7,27 %",1,"0,25 %"
539384,Kněževes,453,337,334,35,"10,47 %",1,"0,29 %",1,"0,29 %",16,"4,79 %",0,"0,00 %",18,"5,38 %",21,"6,28 %",4,"1,19 %",2,"0,59 %",6,"1,79 %",1,"0,29 %",1,"0,29 %",52,"15,56 %",0,"0,00 %",0,"0,00 %",27,"8,08 %",97,"29,04 %",10,"2,99 %",0,"0,00 %",16,"4,79 %",0,"0,00 %",2,"0,59 %",0,"0,00 %",0,"0,00 %",23,"6,88 %",1,"0,29 %"
539392,Kosoř,661,437,436,60,"13,76 %",2,"0,45 %",0,"0,00 %",29,"6,65 %",0,"0,00 %",22,"5,04 %",26,"5,96 %",13,"2,98 %",1,"0,22 %",7,"1,60 %",0,"0,00 %",4,"0,91 %",69,"15,82 %",0,"0,00 %",0,"0,00 %",58,"13,30 %",99,"22,70 %",1,"0,22 %",0,"0,00 %",11,"2,52 %",0,"0,00 %",2,"0,45 %",2,"0,45 %",0,"0,00 %",30,"6,88 %",0,"0,00 %"
571261,Kytín,440,338,334,41,"12,27 %",0,"0,00 %",1,"0,29 %",22,"6,58 %",0,"0,00 %",23,"6,88 %",11,"3,29 %",11,"3,29 %",2,"0,59 %",4,"1,19 %",0,"0,00 %",1,"0,29 %",46,"13,77 %",0,"0,00 %",0,"0,00 %",37,"11,07 %",97,"29,04 %",1,"0,29 %",3,"0,89 %",8,"2,39 %",1,"0,29 %",3,"0,89 %",2,"0,59 %",0,"0,00 %",20,"5,98 %",0,"0,00 %"
539406,Lety,1 088,820,805,149,"18,50 %",3,"0,37 %",0,"0,00 %",27,"3,35 %",0,"0,00 %",68,"8,44 %",20,"2,48 %",16,"1,98 %",2,"0,24 %",13,"1,61 %",0,"0,00 %",3,"0,37 %",141,"17,51 %",1,"0,12 %",1,"0,12 %",120,"14,90 %",147,"18,26 %",0,"0,00 %",1,"0,12 %",38,"4,72 %",0,"0,00 %",11,"1,36 %",0,"0,00 %",0,"0,00 %",44,"5,46 %",0,"0,00 %"
539414,Libčice nad Vltavou,2 587,1 583,1 577,186,"11,79 %",1,"0,06 %",5,"0,31 %",79,"5,00 %",0,"0,00 %",117,"7,41 %",115,"7,29 %",34,"2,15 %",25,"1,58 %",33,"2,09 %",0,"0,00 %",1,"0,06 %",287,"18,19 %",2,"0,12 %",0,"0,00 %",146,"9,25 %",357,"22,63 %",0,"0,00 %",1,"0,06 %",47,"2,98 %",0,"0,00 %",10,"0,63 %",0,"0,00 %",2,"0,12 %",124,"7,86 %",5,"0,31 %"
539422,Libeř,1 091,766,760,139,"18,28 %",1,"0,13 %",0,"0,00 %",26,"3,42 %",0,"0,00 %",84,"11,05 %",25,"3,28 %",8,"1,05 %",7,"0,92 %",9,"1,18 %",1,"0,13 %",2,"0,26 %",120,"15,78 %",1,"0,13 %",1,"0,13 %",59,"7,76 %",198,"26,05 %",0,"0,00 %",0,"0,00 %",11,"1,44 %",0,"0,00 %",2,"0,26 %",0,"0,00 %",1,"0,13 %",62,"8,15 %",3,"0,39 %"
571326,Lichoceves,291,190,188,19,"10,10 %",0,"0,00 %",0,"0,00 %",9,"4,78 %",0,"0,00 %",15,"7,97 %",11,"5,85 %",6,"3,19 %",2,"1,06 %",1,"0,53 %",1,"0,53 %",0,"0,00 %",26,"13,82 %",0,"0,00 %",0,"0,00 %",17,"9,04 %",50,"26,59 %",0,"0,00 %",0,"0,00 %",7,"3,72 %",0,"0,00 %",2,"1,06 %",0,"0,00 %",0,"0,00 %",21,"11,17 %",1,"0,53 %"
539457,Líšnice,542,383,382,78,"20,41 %",0,"0,00 %",0,"0,00 %",16,"4,18 %",0,"0,00 %",23,"6,02 %",14,"3,66 %",6,"1,57 %",1,"0,26 %",12,"3,14 %",0,"0,00 %",0,"0,00 %",56,"14,65 %",0,"0,00 %",0,"0,00 %",48,"12,56 %",80,"20,94 %",0,"0,00 %",1,"0,26 %",12,"3,14 %",0,"0,00 %",3,"0,78 %",0,"0,00 %",1,"0,26 %",31,"8,11 %",0,"0,00 %"
539490,Měchenice,621,452,451,85,"18,84 %",2,"0,44 %",1,"0,22 %",30,"6,65 %",0,"0,00 %",34,"7,53 %",17,"3,76 %",6,"1,33 %",5,"1,10 %",6,"1,33 %",1,"0,22 %",3,"0,66 %",47,"10,42 %",0,"0,00 %",0,"0,00 %",49,"10,86 %",122,"27,05 %",1,"0,22 %",0,"0,00 %",15,"3,32 %",0,"0,00 %",5,"1,10 %",0,"0,00 %",0,"0,00 %",22,"4,87 %",0,"0,00 %"
540765,Mníšek pod Brdy,4 299,2 927,2 904,490,"16,87 %",6,"0,20 %",3,"0,10 %",145,"4,99 %",2,"0,06 %",173,"5,95 %",129,"4,44 %",104,"3,58 %",19,"0,65 %",68,"2,34 %",5,"0,17 %",4,"0,13 %",467,"16,08 %",5,"0,17 %",3,"0,10 %",266,"9,15 %",688,"23,69 %",0,"0,00 %",3,"0,10 %",127,"4,37 %",1,"0,03 %",21,"0,72 %",4,"0,13 %",0,"0,00 %",166,"5,71 %",5,"0,17 %"
531618,Nučice,1 519,1 023,1 012,170,"16,79 %",1,"0,09 %",0,"0,00 %",45,"4,44 %",0,"0,00 %",96,"9,48 %",29,"2,86 %",21,"2,07 %",0,"0,00 %",23,"2,27 %",2,"0,19 %",3,"0,29 %",189,"18,67 %",0,"0,00 %",0,"0,00 %",90,"8,89 %",234,"23,12 %",0,"0,00 %",0,"0,00 %",42,"4,15 %",1,"0,09 %",8,"0,79 %",0,"0,00 %",1,"0,09 %",54,"5,33 %",3,"0,29 %"
539503,Ohrobec,953,712,710,140,"19,71 %",1,"0,14 %",1,"0,14 %",32,"4,50 %",1,"0,14 %",76,"10,70 %",23,"3,23 %",8,"1,12 %",7,"0,98 %",13,"1,83 %",0,"0,00 %",0,"0,00 %",106,"14,92 %",0,"0,00 %",1,"0,14 %",76,"10,70 %",164,"23,09 %",1,"0,14 %",1,"0,14 %",9,"1,26 %",0,"0,00 %",2,"0,28 %",2,"0,28 %",1,"0,14 %",42,"5,91 %",3,"0,42 %"
571334,Okoř,84,53,50,18,"36,00 %",0,"0,00 %",0,"0,00 %",4,"8,00 %",0,"0,00 %",4,"8,00 %",0,"0,00 %",0,"0,00 %",0,"0,00 %",1,"2,00 %",0,"0,00 %",0,"0,00 %",7,"14,00 %",0,"0,00 %",0,"0,00 %",5,"10,00 %",8,"16,00 %",0,"0,00 %",0,"0,00 %",0,"0,00 %",0,"0,00 %",0,"0,00 %",0,"0,00 %",0,"0,00 %",3,"6,00 %",0,"0,00 %"
539511,Okrouhlo,539,383,382,47,"12,30 %",0,"0,00 %",2,"0,52 %",14,"3,66 %",1,"0,26 %",37,"9,68 %",19,"4,97 %",4,"1,04 %",4,"1,04 %",5,"1,30 %",0,"0,00 %",0,"0,00 %",66,"17,27 %",0,"0,00 %",0,"0,00 %",27,"7,06 %",108,"28,27 %",0,"0,00 %",1,"0,26 %",7,"1,83 %",0,"0,00 %",3,"0,78 %",0,"0,00 %",1,"0,26 %",35,"9,16 %",1,"0,26 %"
539520,Ořech,732,522,519,117,"22,54 %",0,"0,00 %",1,"0,19 %",24,"4,62 %",0,"0,00 %",41,"7,89 %",21,"4,04 %",12,"2,31 %",3,"0,57 %",6,"1,15 %",0,"0,00 %",0,"0,00 %",69,"13,29 %",0,"0,00 %",1,"0,19 %",50,"9,63 %",110,"21,19 %",2,"0,38 %",1,"0,19 %",16,"3,08 %",1,"0,19 %",7,"1,34 %",0,"0,00 %",0,"0,00 %",37,"7,12 %",0,"0,00 %"
539546,Petrov,543,371,369,54,"14,63 %",0,"0,00 %",0,"0,00 %",25,"6,77 %",0,"0,00 %",24,"6,50 %",11,"2,98 %",5,"1,35 %",1,"0,27 %",10,"2,71 %",2,"0,54 %",1,"0,27 %",71,"19,24 %",1,"0,27 %",1,"0,27 %",30,"8,13 %",95,"25,74 %",0,"0,00 %",0,"0,00 %",5,"1,35 %",0,"0,00 %",3,"0,81 %",1,"0,27 %",2,"0,54 %",26,"7,04 %",1,"0,27 %"
539562,Pohoří,284,185,183,17,"9,28 %",0,"0,00 %",0,"0,00 %",7,"3,82 %",0,"0,00 %",18,"9,83 %",8,"4,37 %",1,"0,54 %",1,"0,54 %",6,"3,27 %",0,"0,00 %",0,"0,00 %",31,"16,93 %",0,"0,00 %",0,"0,00 %",7,"3,82 %",55,"30,05 %",0,"0,00 %",2,"1,09 %",7,"3,82 %",0,"0,00 %",6,"3,27 %",1,"0,54 %",0,"0,00 %",12,"6,55 %",4,"2,18 %"
539571,Průhonice,1 811,1 383,1 375,262,"19,05 %",2,"0,14 %",0,"0,00 %",53,"3,85 %",0,"0,00 %",89,"6,47 %",65,"4,72 %",21,"1,52 %",7,"0,50 %",22,"1,60 %",1,"0,07 %",0,"0,00 %",189,"13,74 %",1,"0,07 %",3,"0,21 %",154,"11,20 %",382,"27,78 %",0,"0,00 %",1,"0,07 %",50,"3,63 %",0,"0,00 %",11,"0,80 %",0,"0,00 %",5,"0,36 %",54,"3,92 %",3,"0,21 %"
539597,Psáry,2 863,1 951,1 942,353,"18,17 %",1,"0,05 %",1,"0,05 %",81,"4,17 %",2,"0,10 %",252,"12,97 %",64,"3,29 %",24,"1,23 %",11,"0,56 %",30,"1,54 %",3,"0,15 %",7,"0,36 %",267,"13,74 %",0,"0,00 %",0,"0,00 %",195,"10,04 %",432,"22,24 %",1,"0,05 %",3,"0,15 %",44,"2,26 %",0,"0,00 %",28,"1,44 %",5,"0,25 %",0,"0,00 %",131,"6,74 %",7,"0,36 %"
532789,Ptice,615,452,450,65,"14,44 %",0,"0,00 %",0,"0,00 %",25,"5,55 %",1,"0,22 %",49,"10,88 %",20,"4,44 %",6,"1,33 %",0,"0,00 %",10,"2,22 %",2,"0,44 %",1,"0,22 %",81,"18,00 %",0,"0,00 %",0,"0,00 %",42,"9,33 %",104,"23,11 %",0,"0,00 %",1,"0,22 %",22,"4,88 %",0,"0,00 %",0,"0,00 %",2,"0,44 %",0,"0,00 %",19,"4,22 %",0,"0,00 %"
571318,Roblín,175,131,130,33,"25,38 %",0,"0,00 %",0,"0,00 %",5,"3,84 %",0,"0,00 %",4,"3,07 %",8,"6,15 %",2,"1,53 %",2,"1,53 %",4,"3,07 %",0,"0,00 %",0,"0,00 %",17,"13,07 %",0,"0,00 %",0,"0,00 %",13,"10,00 %",29,"22,30 %",0,"0,00 %",1,"0,76 %",1,"0,76 %",0,"0,00 %",2,"1,53 %",0,"0,00 %",0,"0,00 %",8,"6,15 %",1,"0,76 %"
539627,Roztoky,5 782,4 230,4 196,673,"16,03 %",6,"0,14 %",5,"0,11 %",202,"4,81 %",2,"0,04 %",331,"7,88 %",184,"4,38 %",74,"1,76 %",19,"0,45 %",79,"1,88 %",0,"0,00 %",6,"0,14 %",640,"15,25 %",1,"0,02 %",3,"0,07 %",778,"18,54 %",721,"17,18 %",3,"0,07 %",0,"0,00 %",194,"4,62 %",1,"0,02 %",39,"0,92 %",4,"0,09 %",2,"0,04 %",225,"5,36 %",4,"0,09 %"
531723,Rudná,3 629,2 471,2 449,397,"16,21 %",0,"0,00 %",4,"0,16 %",117,"4,77 %",2,"0,08 %",227,"9,26 %",99,"4,04 %",38,"1,55 %",7,"0,28 %",58,"2,36 %",2,"0,08 %",3,"0,12 %",417,"17,02 %",2,"0,08 %",1,"0,04 %",236,"9,63 %",574,"23,43 %",5,"0,20 %",2,"0,08 %",67,"2,73 %",1,"0,04 %",21,"0,85 %",4,"0,16 %",2,"0,08 %",160,"6,53 %",3,"0,12 %"
539643,Řevnice,2 699,1 905,1 894,316,"16,68 %",2,"0,10 %",2,"0,10 %",88,"4,64 %",1,"0,05 %",149,"7,86 %",69,"3,64 %",36,"1,90 %",15,"0,79 %",45,"2,37 %",4,"0,21 %",3,"0,15 %",311,"16,42 %",1,"0,05 %",4,"0,21 %",233,"12,30 %",413,"21,80 %",3,"0,15 %",1,"0,05 %",78,"4,11 %",0,"0,00 %",16,"0,84 %",0,"0,00 %",6,"0,31 %",94,"4,96 %",4,"0,21 %"
